customer_id,account_age_months,monthly_spend,contract_type,region,customer_segment,product_usage_score,support_ticket_count,avg_response_time_hours,avg_resolution_time_hours,satisfaction_score,failed_interactions,previous_escalations,renewal_due_days,renewal_status,severity_low_count,severity_medium_count,severity_high_count,severity_critical_count,risk_label
CUST-001994,53,856.5,annual,Europe,SMB,40.3,8,,28.67,4.91,1,1,326,not_due,6,1,1,0,0
CUST-001995,28,1615.35,monthly,North America,Mid-Market,84.13,2,13.13,41.53,4.42,1,2,280,not_due,0,1,1,0,0
CUST-001996,42,8556.22,monthly,Europe,Enterprise,74.03,6,4.95,10.44,4.53,1,0,113,upcoming,3,3,0,0,0
CUST-001997,22,753.72,multi_year,Middle East & Africa,SMB,72.69,1,4.07,15.2,5.0,0,1,81,upcoming,0,1,0,0,0
CUST-001998,53,781.3,annual,Middle East & Africa,SMB,68.85,6,9.07,24.68,4.8,2,1,267,not_due,3,3,0,0,0
CUST-001999,30,6861.55,monthly,North America,Enterprise,48.64,10,8.72,57.72,3.22,6,0,182,not_due,4,0,3,3,1
CUST-002000,92,2333.96,annual,Europe,Mid-Market,58.79,5,7.33,33.03,4.46,2,1,43,due_soon,2,1,2,0,0
CUST-002001,31,12145.88,annual,North America,Enterprise,54.91,6,5.3,30.06,4.52,1,0,262,not_due,0,3,3,0,0
CUST-002002,21,2247.55,monthly,Europe,Mid-Market,52.7,5,8.66,30.38,4.43,1,0,184,not_due,3,2,0,0,0
CUST-002003,30,19082.98,monthly,North America,Strategic,62.02,8,4.74,11.29,4.69,0,0,294,not_due,6,2,0,0,0
CUST-002004,26,2010.91,multi_year,Latin America,Mid-Market,94.25,2,11.29,42.99,4.06,2,0,311,not_due,1,0,1,0,0
CUST-002005,10,858.59,annual,Europe,SMB,76.71,4,12.74,36.9,4.21,1,1,288,not_due,0,3,1,0,0
CUST-002006,97,11406.63,monthly,,Enterprise,66.91,5,5.11,25.14,4.28,0,0,-20,overdue,3,0,2,0,0
CUST-002007,59,2950.98,annual,Middle East & Africa,Mid-Market,49.75,7,8.88,42.92,4.22,1,2,34,due_soon,1,4,1,1,1
CUST-002008,49,689.89,annual,APAC,SMB,74.23,3,9.29,38.16,4.91,2,1,70,upcoming,2,1,0,0,0
CUST-002009,38,544.78,annual,North America,SMB,24.3,6,13.02,57.37,4.16,3,1,90,upcoming,2,1,3,0,1
CUST-002010,22,1718.85,monthly,APAC,Mid-Market,49.85,9,6.88,38.05,3.65,2,1,328,not_due,5,0,3,1,1
CUST-002011,14,530.21,monthly,Europe,SMB,40.65,9,5.61,15.46,3.93,2,3,8,due_soon,4,5,0,0,1
CUST-002012,42,908.3,monthly,Europe,SMB,55.3,5,12.12,38.9,4.31,3,1,250,not_due,2,1,1,1,0
CUST-002013,45,1525.82,multi_year,North America,SMB,66.74,6,25.57,72.15,4.48,2,1,210,not_due,6,0,0,0,0
CUST-002014,37,3984.2,annual,North America,Mid-Market,59.24,8,5.71,23.26,4.53,3,1,308,not_due,4,3,0,1,0
CUST-002015,120,3886.3,multi_year,North America,Mid-Market,71.3,4,,,4.33,3,0,280,not_due,1,2,1,0,0
CUST-002016,10,3576.75,monthly,APAC,Mid-Market,64.16,9,11.95,53.2,4.12,1,1,122,not_due,8,0,1,0,0
CUST-002017,40,1179.0,annual,North America,SMB,89.38,1,7.8,32.03,4.94,0,0,-7,overdue,1,0,0,0,0
CUST-002018,10,432.3,annual,Europe,SMB,52.84,8,8.82,52.91,3.6,7,2,241,not_due,3,2,2,1,1
CUST-002019,35,4602.89,annual,Middle East & Africa,Mid-Market,52.44,7,11.62,52.83,3.78,3,1,176,not_due,1,3,2,1,0
CUST-002020,33,675.63,annual,Middle East & Africa,SMB,64.77,2,10.71,42.75,4.82,2,0,140,not_due,1,1,0,0,0
CUST-002021,16,4053.33,annual,APAC,Mid-Market,71.76,5,4.96,26.05,4.95,0,1,279,not_due,2,1,2,0,0
CUST-002022,24,715.79,monthly,APAC,SMB,62.25,6,9.78,47.76,4.11,3,2,206,not_due,2,1,2,1,1
CUST-002023,36,359.16,monthly,Middle East & Africa,SMB,92.66,3,10.59,36.03,4.48,0,0,288,not_due,1,1,1,0,0
CUST-002024,38,667.11,annual,APAC,SMB,81.0,1,13.08,30.96,4.64,2,0,79,upcoming,1,0,0,0,0
CUST-002025,29,1335.49,monthly,Europe,Mid-Market,84.95,4,5.48,28.01,4.16,2,0,2,due_soon,1,2,0,1,0
CUST-002026,85,2148.68,monthly,North America,Mid-Market,69.29,6,8.67,46.75,4.84,3,1,247,not_due,1,2,3,0,0
CUST-002027,72,15056.2,multi_year,North America,Enterprise,73.03,5,17.88,48.38,3.73,3,0,58,upcoming,2,3,0,0,0
CUST-002028,20,698.96,monthly,,SMB,18.56,16,9.9,32.92,3.64,1,0,-5,overdue,8,6,1,1,1
CUST-002029,20,2853.91,annual,North America,Mid-Market,67.38,7,9.66,23.47,4.2,3,0,305,not_due,4,3,0,0,0
CUST-002030,26,4012.11,multi_year,,Mid-Market,65.97,6,5.76,29.54,3.56,5,1,357,not_due,1,3,1,1,1
CUST-002031,50,988.32,annual,North America,SMB,61.42,5,16.48,66.89,4.46,1,0,233,not_due,4,0,1,0,0
CUST-002032,34,3230.18,monthly,Europe,Mid-Market,78.27,5,22.02,54.5,3.91,3,0,114,upcoming,4,0,1,0,0
CUST-002033,46,769.38,annual,North America,SMB,43.89,8,21.55,101.2,3.51,4,3,214,not_due,3,3,1,1,1
CUST-002034,73,3405.21,annual,North America,Mid-Market,84.92,3,2.87,7.5,5.0,1,1,104,upcoming,1,2,0,0,0
CUST-002035,24,571.6,annual,Europe,SMB,77.12,5,9.66,24.62,3.86,1,0,72,upcoming,1,3,1,0,0
CUST-002036,12,7770.96,annual,North America,Enterprise,70.14,8,5.26,14.87,4.83,1,0,351,not_due,4,3,1,0,0
CUST-002037,55,45210.02,multi_year,Europe,Strategic,89.14,10,6.19,20.27,4.28,3,2,-6,overdue,4,5,1,0,1
CUST-002038,24,1248.88,monthly,,SMB,30.77,14,17.5,89.24,3.02,3,1,-18,overdue,4,3,5,2,1
CUST-002039,53,2462.45,monthly,APAC,Mid-Market,67.7,5,7.78,29.23,3.98,2,0,297,not_due,4,0,1,0,0
CUST-002040,48,7332.48,annual,Latin America,Enterprise,40.91,13,16.93,51.63,2.98,6,3,340,not_due,7,2,4,0,1
CUST-002041,77,811.14,annual,North America,SMB,72.15,5,6.3,18.87,4.94,1,0,312,not_due,4,1,0,0,0
CUST-002042,51,14629.2,annual,APAC,Enterprise,45.65,11,,34.21,4.12,3,0,161,not_due,5,3,3,0,0
CUST-002043,43,519.06,monthly,Latin America,Mid-Market,47.48,10,10.47,35.75,3.88,1,3,66,upcoming,5,4,1,0,1
CUST-002044,42,34777.77,monthly,Middle East & Africa,Strategic,57.29,13,17.86,67.81,3.84,1,2,103,upcoming,5,4,3,1,1
CUST-002045,119,23168.04,annual,APAC,Strategic,65.16,11,17.55,81.8,3.77,1,0,307,not_due,6,1,3,1,0
CUST-002046,106,449.76,multi_year,Europe,SMB,74.2,4,13.49,55.81,4.15,3,0,319,not_due,1,1,1,1,0
CUST-002047,46,6453.41,monthly,North America,Mid-Market,72.98,6,8.09,36.29,4.63,1,0,59,upcoming,2,3,1,0,0
CUST-002048,36,1931.07,multi_year,North America,Mid-Market,100.0,2,10.15,30.58,5.0,0,0,232,not_due,1,1,0,0,0
CUST-002049,31,441.96,annual,North America,SMB,54.39,4,4.47,13.66,5.0,2,2,291,not_due,3,0,1,0,0
CUST-002050,55,503.5,monthly,Europe,SMB,63.02,5,5.36,20.09,4.38,2,0,216,not_due,3,1,0,1,0
CUST-002051,97,19505.64,annual,Middle East & Africa,Strategic,68.31,10,20.22,64.33,4.41,2,3,87,upcoming,4,6,0,0,1
CUST-002052,61,1117.2,monthly,North America,SMB,42.68,7,8.11,20.88,3.53,3,1,74,upcoming,3,4,0,0,1
CUST-002053,88,2931.35,annual,Europe,Mid-Market,32.34,3,5.64,35.77,4.61,1,1,274,not_due,1,0,1,1,0
CUST-002054,63,5231.4,monthly,Middle East & Africa,Enterprise,44.54,7,8.98,50.29,4.41,0,1,117,upcoming,3,0,2,2,1
CUST-002055,17,857.31,annual,North America,SMB,56.2,5,4.37,21.21,4.14,1,0,215,not_due,2,2,1,0,0
CUST-002056,120,2512.83,monthly,North America,Mid-Market,54.21,9,18.08,44.95,4.61,1,0,218,not_due,4,4,1,0,0
CUST-002057,49,54605.27,multi_year,North America,Strategic,50.38,14,43.22,189.41,3.64,2,1,334,not_due,7,5,2,0,1
CUST-002058,107,6259.37,multi_year,North America,Mid-Market,65.52,2,7.4,16.1,4.14,3,0,185,not_due,1,1,0,0,0
CUST-002059,88,713.0,annual,Europe,SMB,62.67,4,6.21,25.4,3.98,3,0,342,not_due,2,2,0,0,0
CUST-002060,15,778.73,annual,Europe,SMB,50.35,2,2.92,8.14,5.0,0,1,169,not_due,1,1,0,0,0
CUST-002061,42,16361.31,multi_year,Europe,Strategic,87.51,8,12.77,40.49,4.15,1,0,239,not_due,6,2,0,0,0
CUST-002062,28,920.51,monthly,North America,SMB,31.59,9,14.49,51.19,3.78,2,0,158,not_due,3,2,3,1,1
CUST-002063,25,3529.19,multi_year,APAC,Mid-Market,75.41,4,8.18,30.91,3.69,2,0,174,not_due,1,2,0,1,0
CUST-002064,53,1086.16,annual,North America,SMB,61.79,4,9.79,36.12,4.31,1,1,-15,overdue,1,3,0,0,0
CUST-002065,69,4984.84,multi_year,Europe,Mid-Market,72.15,2,24.38,88.46,4.34,2,0,148,,1,1,0,0,0
CUST-002066,19,36329.68,monthly,North America,Strategic,71.76,14,6.68,50.78,3.29,3,0,72,upcoming,4,3,7,0,1
CUST-002067,18,2011.39,monthly,APAC,Mid-Market,65.69,4,9.67,34.56,5.0,0,1,197,not_due,1,2,1,0,0
CUST-002068,45,20048.44,monthly,Europe,Strategic,31.42,16,13.44,77.75,2.85,4,5,299,not_due,4,6,6,0,1
CUST-002069,63,1264.81,monthly,North America,SMB,56.35,4,12.59,42.68,3.69,1,1,345,not_due,2,1,1,0,0
CUST-002070,76,2423.54,,Europe,Mid-Market,68.63,6,5.6,20.12,4.27,2,1,35,due_soon,5,1,0,0,0
CUST-002071,103,12795.39,multi_year,Europe,Enterprise,79.2,10,19.17,58.45,3.79,2,1,231,not_due,4,2,4,0,0
CUST-002072,96,5633.6,monthly,APAC,Mid-Market,47.15,9,7.63,24.28,,2,2,174,not_due,2,6,1,0,1
CUST-002073,57,548.45,monthly,Middle East & Africa,SMB,42.32,4,11.7,32.21,4.58,2,0,177,not_due,1,2,1,0,0
CUST-002074,63,16547.6,monthly,North America,Enterprise,70.41,4,13.99,58.27,4.28,2,0,359,not_due,4,0,0,0,0
CUST-002075,74,2725.81,annual,Europe,Mid-Market,74.02,3,7.42,29.1,3.87,4,0,289,not_due,1,1,0,1,0
CUST-002076,18,3071.25,annual,North America,Mid-Market,47.37,5,9.36,42.22,4.16,3,0,117,upcoming,0,3,1,1,0
CUST-002077,41,8888.4,monthly,APAC,Strategic,42.86,10,17.85,46.58,4.43,1,1,351,not_due,4,4,2,0,0
CUST-002078,88,1172.08,annual,North America,SMB,58.74,8,5.51,30.78,4.7,2,2,304,not_due,4,2,2,0,0
CUST-002079,25,1363.05,multi_year,Europe,SMB,57.2,5,9.84,25.65,4.36,1,1,20,due_soon,2,2,1,0,0
CUST-002080,15,533.1,monthly,Latin America,SMB,62.5,5,3.42,28.19,4.03,0,0,230,not_due,1,1,2,1,0
CUST-002081,26,3852.14,annual,Europe,Mid-Market,88.23,0,4.17,8.94,5.0,0,0,3,due_soon,0,0,0,0,0
CUST-002082,30,1052.98,annual,APAC,SMB,44.01,6,5.07,32.41,4.38,2,0,96,upcoming,2,2,1,1,0
CUST-002083,45,2165.46,annual,North America,Mid-Market,62.8,1,11.1,39.37,4.45,1,0,282,not_due,0,1,0,0,0
CUST-002084,62,828.37,multi_year,Latin America,SMB,56.93,3,17.82,58.6,4.28,1,0,353,not_due,2,1,0,0,0
CUST-002085,75,6313.03,multi_year,APAC,Mid-Market,82.85,2,4.94,17.43,5.0,0,0,278,not_due,0,2,0,0,0
CUST-002086,58,795.22,annual,Europe,SMB,78.95,3,5.28,11.6,5.0,1,1,31,due_soon,1,2,0,0,0
CUST-002087,92,596.31,annual,North America,SMB,49.55,4,14.87,45.12,4.62,2,1,180,not_due,2,1,1,0,0
CUST-002088,30,986.46,monthly,Europe,SMB,78.53,3,4.61,15.24,4.61,2,0,347,not_due,2,1,0,0,0
CUST-002089,29,10160.02,annual,APAC,Enterprise,79.01,5,2.49,16.9,4.52,0,0,269,not_due,2,1,2,0,0
CUST-002090,21,3550.96,annual,North America,Mid-Market,61.98,5,7.63,25.59,3.94,4,1,114,upcoming,2,1,2,0,1
CUST-002091,43,450.3,monthly,Latin America,SMB,72.48,4,3.15,13.79,5.0,0,0,315,not_due,3,0,1,0,0
CUST-002092,15,16115.14,multi_year,APAC,Enterprise,46.55,6,7.06,24.66,3.78,3,0,232,not_due,1,3,2,0,0
CUST-002093,27,2229.51,annual,Middle East & Africa,Mid-Market,97.2,4,13.68,48.42,4.93,1,0,265,not_due,1,3,0,0,0
CUST-002094,78,1214.08,monthly,North America,SMB,60.71,5,8.38,20.15,4.53,3,1,45,due_soon,3,2,0,0,1
CUST-002095,18,13580.06,multi_year,Europe,Enterprise,91.16,3,6.7,20.84,5.0,1,0,72,upcoming,3,0,0,0,0
CUST-002096,89,1343.54,annual,North America,SMB,54.56,6,8.13,31.99,4.09,2,0,123,not_due,3,1,1,1,0
CUST-002097,25,1007.07,monthly,North America,SMB,32.84,7,15.13,46.31,3.04,5,2,283,not_due,1,3,3,0,1
CUST-002098,82,2398.6,annual,North America,Mid-Market,72.69,8,16.23,69.46,4.59,0,0,211,not_due,2,4,2,0,0
CUST-002099,30,1366.28,multi_year,North America,SMB,57.12,3,10.4,36.51,4.41,2,1,161,not_due,1,2,0,0,0
CUST-002100,68,870.86,multi_year,APAC,SMB,58.97,4,11.73,53.17,4.64,0,0,235,not_due,3,0,1,0,0
CUST-002101,46,11467.02,monthly,North America,Enterprise,63.78,5,7.7,24.79,4.31,1,0,46,upcoming,1,2,2,0,0
CUST-002102,66,932.65,annual,North America,SMB,78.9,2,6.9,23.69,5.0,0,1,74,upcoming,1,1,0,0,0
CUST-002103,12,6956.52,multi_year,Europe,Enterprise,75.77,5,3.09,11.93,5.0,0,1,143,not_due,3,2,0,0,0
CUST-002104,37,35978.21,multi_year,APAC,Strategic,91.65,11,,67.07,4.55,1,0,98,upcoming,6,1,4,0,0
CUST-002105,85,1075.08,monthly,APAC,Mid-Market,56.27,7,9.91,38.97,5.0,1,0,245,not_due,4,3,0,0,0
CUST-002106,42,11348.32,annual,Europe,Enterprise,87.82,8,20.93,74.45,4.71,1,2,346,not_due,5,2,1,0,0
CUST-002107,29,27326.15,multi_year,North America,Enterprise,83.68,8,6.07,28.84,3.75,1,1,156,not_due,4,3,1,0,0
CUST-002108,17,31694.6,monthly,Europe,Strategic,45.22,7,4.98,12.14,5.0,1,0,69,upcoming,4,3,0,0,0
CUST-002109,26,1003.84,annual,Europe,SMB,,4,9.34,39.94,4.01,0,0,19,due_soon,2,1,1,0,0
CUST-002110,93,800.09,annual,North America,SMB,65.12,2,4.54,9.18,,0,0,33,due_soon,1,1,0,0,0
CUST-002111,60,3508.36,annual,North America,Mid-Market,51.11,5,5.04,10.14,4.12,2,0,230,not_due,4,1,0,0,0
CUST-002112,6,3568.54,annual,Latin America,Mid-Market,74.4,5,3.5,10.21,5.0,1,1,264,not_due,4,1,0,0,0
CUST-002113,69,567.8,monthly,North America,SMB,66.82,6,9.53,20.98,3.73,2,2,336,not_due,4,2,0,0,0
CUST-002114,36,4131.37,annual,North America,Mid-Market,75.92,1,7.29,18.89,4.57,3,2,219,not_due,0,1,0,0,0
CUST-002115,34,556.03,monthly,North America,SMB,40.89,6,7.68,23.12,3.87,3,1,252,not_due,3,2,1,0,1
CUST-002116,69,21185.88,multi_year,Latin America,Strategic,36.29,10,12.89,47.61,3.23,3,1,13,due_soon,7,0,2,1,1
CUST-002117,80,745.72,annual,Europe,SMB,58.7,3,3.6,27.85,3.93,2,1,54,upcoming,0,1,1,1,0
CUST-002118,32,641.16,monthly,Middle East & Africa,SMB,54.77,4,11.82,56.27,4.16,0,0,-5,overdue,1,2,0,1,0
CUST-002119,61,1149.65,multi_year,APAC,SMB,77.6,5,3.61,14.33,4.85,1,0,89,upcoming,4,1,0,0,0
CUST-002120,54,1626.27,annual,APAC,SMB,18.56,5,3.51,14.84,4.31,1,1,129,not_due,1,3,1,0,0
CUST-002121,16,903.84,annual,North America,SMB,75.25,0,12.65,43.63,4.64,2,0,140,not_due,0,0,0,0,0
CUST-002122,52,828.68,monthly,North America,SMB,73.41,4,9.86,24.16,5.0,0,0,172,not_due,2,1,1,0,0
CUST-002123,44,1166.08,annual,APAC,SMB,79.5,4,17.41,81.1,4.52,1,1,210,not_due,2,1,0,1,0
CUST-002124,18,,multi_year,Middle East & Africa,SMB,83.75,5,7.08,30.92,4.95,0,1,122,not_due,2,2,1,0,0
CUST-002125,66,534.54,monthly,,SMB,40.9,10,10.02,47.02,3.59,3,0,319,not_due,5,2,2,1,1
CUST-002126,22,4034.17,multi_year,Middle East & Africa,Mid-Market,54.67,12,19.24,57.02,3.61,2,0,91,upcoming,4,5,3,0,0
CUST-002127,30,484.64,monthly,APAC,SMB,56.11,6,10.31,49.42,4.47,2,0,315,not_due,2,2,1,1,0
CUST-002128,120,937.39,annual,Europe,SMB,61.91,5,5.32,16.08,4.71,3,1,275,not_due,4,1,0,0,0
CUST-002129,28,664.47,annual,Europe,SMB,48.43,8,14.06,59.43,3.29,1,1,228,not_due,3,2,2,1,1
CUST-002130,37,612.76,monthly,Europe,SMB,62.58,6,10.34,34.69,4.65,0,0,72,upcoming,4,2,0,0,0
CUST-002131,16,2409.79,multi_year,North America,SMB,77.51,1,5.6,16.42,4.96,0,0,94,upcoming,0,1,0,0,0
CUST-002132,9,8733.23,monthly,North America,Enterprise,65.53,7,15.04,42.43,4.25,4,0,272,not_due,4,2,1,0,0
CUST-002133,120,36098.16,multi_year,North America,Strategic,76.34,5,9.06,29.09,4.97,1,0,238,not_due,1,2,2,0,0
CUST-002134,96,8704.19,monthly,North America,Strategic,70.67,8,1.93,28.92,3.96,1,0,256,not_due,2,2,3,1,0
CUST-002135,9,3247.32,monthly,North America,Mid-Market,55.85,6,16.37,42.03,4.13,2,1,158,not_due,3,2,0,1,0
CUST-002136,120,,multi_year,APAC,Mid-Market,79.23,4,7.57,17.32,5.0,0,0,9,due_soon,0,4,0,0,0
CUST-002137,113,656.1,annual,Europe,SMB,72.2,4,3.57,13.89,5.0,2,1,348,not_due,4,0,0,0,0
CUST-002138,49,12195.0,monthly,Europe,Enterprise,46.91,15,16.15,65.13,3.38,6,0,116,upcoming,7,4,3,1,1
CUST-002139,26,7824.2,annual,APAC,Enterprise,96.68,4,13.18,38.09,4.97,0,0,178,not_due,4,0,0,0,0
CUST-002140,92,4804.74,monthly,Europe,Enterprise,86.28,3,8.06,25.29,5.0,0,0,120,upcoming,2,1,0,0,0
CUST-002141,69,11370.59,multi_year,Europe,Enterprise,82.23,7,6.6,35.34,4.43,2,1,284,not_due,3,1,3,0,0
CUST-002142,120,2037.92,monthly,Europe,Mid-Market,79.79,4,3.98,22.81,5.0,1,0,6,due_soon,1,1,2,0,0
CUST-002143,120,12230.2,annual,North America,Enterprise,70.85,10,9.84,64.7,3.92,0,0,97,upcoming,3,3,2,2,0
CUST-002144,45,7610.71,monthly,Europe,Enterprise,54.75,9,16.51,59.14,3.94,0,0,14,due_soon,3,6,0,0,0
CUST-002145,50,556.87,annual,APAC,SMB,84.76,4,8.49,43.59,4.46,3,2,222,not_due,1,1,1,1,0
CUST-002146,24,40124.01,multi_year,North America,Strategic,79.64,7,1.95,22.84,4.91,1,1,2,due_soon,3,2,0,2,0
CUST-002147,26,1205.48,multi_year,Latin America,SMB,82.95,3,19.39,55.7,4.09,0,0,165,not_due,2,1,0,0,0
CUST-002148,41,34220.07,annual,North America,Strategic,96.1,10,15.65,55.8,4.02,2,1,122,not_due,5,3,1,1,0
CUST-002149,65,8962.25,monthly,Europe,Enterprise,34.64,10,8.81,42.92,4.02,3,2,254,not_due,5,3,2,0,1
CUST-002150,120,503.7,monthly,Latin America,SMB,68.83,5,4.31,18.01,4.37,3,0,53,upcoming,1,3,1,0,0
CUST-002151,27,4382.83,multi_year,APAC,Mid-Market,55.72,6,2.82,14.22,4.95,1,0,78,upcoming,2,2,2,0,0
CUST-002152,42,566.33,monthly,Europe,SMB,58.26,3,7.23,24.62,5.0,1,1,77,upcoming,3,0,0,0,0
CUST-002153,74,14396.89,annual,Europe,Enterprise,53.04,7,11.17,46.42,3.96,4,2,-4,overdue,3,2,2,0,1
CUST-002154,49,7606.76,,North America,Enterprise,85.98,7,10.42,24.28,4.77,0,0,141,not_due,4,3,0,0,0
CUST-002155,62,1984.63,multi_year,APAC,Mid-Market,79.1,3,17.11,46.57,3.86,1,0,-20,overdue,2,1,0,0,0
CUST-002156,47,13323.94,annual,Europe,Enterprise,67.19,5,6.18,24.53,4.33,1,2,238,not_due,2,2,1,0,0
CUST-002157,20,660.94,annual,North America,SMB,39.85,3,3.67,14.38,4.92,1,0,18,due_soon,1,1,1,0,0
CUST-002158,90,898.32,multi_year,North America,SMB,62.12,7,13.67,30.84,3.7,2,0,93,upcoming,4,3,0,0,0
CUST-002159,63,2304.29,multi_year,Middle East & Africa,Mid-Market,63.13,7,12.96,30.76,5.0,0,0,233,not_due,6,1,0,0,0
CUST-002160,32,1166.04,annual,North America,SMB,71.35,4,5.38,24.66,4.71,1,0,327,not_due,2,0,1,1,0
CUST-002161,39,1903.24,annual,Latin America,Mid-Market,58.86,7,10.31,34.61,4.09,1,1,269,not_due,2,4,1,0,0
CUST-002162,29,1527.21,annual,North America,SMB,60.74,2,16.04,67.17,4.21,1,0,328,not_due,1,1,0,0,0
CUST-002163,68,4279.63,annual,Europe,Mid-Market,24.73,6,6.98,30.64,3.47,4,1,135,not_due,1,3,2,0,1
CUST-002164,14,2812.67,monthly,Europe,Mid-Market,76.94,3,12.45,36.1,4.62,1,0,246,not_due,1,2,0,0,0
CUST-002165,29,18629.07,annual,Europe,Enterprise,46.04,16,10.72,56.04,3.48,2,1,250,not_due,5,6,3,2,1
CUST-002166,36,637.23,annual,Europe,SMB,54.26,1,8.14,32.75,4.54,3,0,287,not_due,1,0,0,0,0
CUST-002167,37,9587.65,monthly,North America,Enterprise,69.99,7,8.97,32.16,4.54,4,0,75,upcoming,4,2,1,0,0
CUST-002168,23,1180.41,,Europe,Mid-Market,75.95,2,5.66,23.42,5.0,1,0,26,due_soon,2,0,0,0,0
CUST-002169,46,653.54,annual,APAC,SMB,66.35,6,4.87,24.03,4.49,1,0,56,upcoming,2,3,0,1,0
CUST-002170,14,1642.88,monthly,Europe,Mid-Market,67.25,7,17.04,46.36,3.69,3,0,150,not_due,2,3,2,0,0
CUST-002171,68,4491.09,annual,Europe,Mid-Market,82.25,4,8.74,30.12,4.8,2,1,218,not_due,1,3,0,0,0
CUST-002172,108,1343.99,annual,Europe,SMB,21.58,10,8.06,40.31,3.78,2,0,216,not_due,5,2,2,1,1
CUST-002173,55,3268.07,annual,North America,Mid-Market,80.98,3,5.54,12.58,,1,0,293,not_due,3,0,0,0,0
CUST-002174,23,1615.17,monthly,North America,SMB,24.29,5,14.62,60.95,3.31,4,0,8,due_soon,4,1,0,0,1
CUST-002175,65,714.35,annual,North America,SMB,60.51,4,6.89,28.28,4.67,3,1,10,due_soon,1,2,1,0,0
CUST-002176,37,1966.03,annual,APAC,Mid-Market,73.09,1,4.6,10.51,5.0,0,0,-28,overdue,1,0,0,0,0
CUST-002177,55,2236.75,annual,Middle East & Africa,Mid-Market,49.41,3,20.89,89.28,3.79,5,2,294,not_due,1,0,2,0,1
CUST-002178,48,13391.49,annual,North America,Enterprise,62.54,8,4.99,17.79,4.16,2,0,116,upcoming,4,4,0,0,0
CUST-002179,73,1602.25,multi_year,North America,SMB,16.91,8,10.7,34.48,3.97,2,1,165,not_due,6,2,0,0,0
CUST-002180,54,21020.79,monthly,Middle East & Africa,Strategic,42.79,15,11.27,61.34,2.65,6,1,51,upcoming,6,4,2,3,1
CUST-002181,35,10479.59,annual,North America,Enterprise,52.21,9,9.55,40.84,3.81,1,1,41,due_soon,6,1,1,1,1
CUST-002182,28,28836.67,monthly,Europe,Strategic,47.98,8,21.95,92.41,3.61,4,1,293,not_due,4,3,1,0,1
CUST-002183,38,9878.28,multi_year,APAC,Enterprise,68.24,5,10.03,41.72,4.41,2,1,4,due_soon,4,1,0,0,0
CUST-002184,79,1996.56,monthly,North America,SMB,90.07,0,,10.7,5.0,1,0,199,not_due,0,0,0,0,0
CUST-002185,38,4749.0,annual,Europe,Mid-Market,80.29,4,4.5,30.54,5.0,1,0,279,not_due,0,2,1,1,0
CUST-002186,61,334.18,annual,Latin America,SMB,80.95,2,1.31,8.77,4.91,0,0,245,not_due,1,0,1,0,0
CUST-002187,64,7148.18,monthly,Europe,Enterprise,68.63,5,8.85,28.87,4.46,2,0,161,not_due,3,2,0,0,0
CUST-002188,41,2777.6,multi_year,APAC,Mid-Market,46.57,5,11.33,22.84,4.68,0,1,128,not_due,4,1,0,0,0
CUST-002189,39,1526.42,,North America,SMB,80.97,7,6.75,25.92,4.82,2,1,154,not_due,6,1,0,0,0
CUST-002190,44,15588.65,monthly,North America,Strategic,71.24,6,15.02,54.95,4.61,1,0,332,not_due,2,3,0,1,0
CUST-002191,16,308.36,annual,Latin America,SMB,74.72,2,6.52,15.44,5.0,0,0,62,upcoming,1,1,0,0,0
CUST-002192,58,3527.65,annual,Latin America,Mid-Market,79.57,3,8.9,21.87,5.0,0,0,94,upcoming,2,1,0,0,0
CUST-002193,33,2835.75,monthly,APAC,Enterprise,69.5,7,3.35,,4.79,0,0,14,due_soon,3,2,1,1,0
CUST-002194,51,659.51,monthly,North America,SMB,67.09,3,14.83,63.3,4.26,2,1,138,not_due,2,0,1,0,0
CUST-002195,31,3028.67,monthly,APAC,Mid-Market,46.94,6,12.29,58.29,3.94,2,0,230,not_due,2,0,3,1,1
CUST-002196,95,12619.13,multi_year,North America,Enterprise,53.47,10,7.16,43.66,3.33,3,0,16,due_soon,2,2,5,1,1
CUST-002197,96,1426.08,annual,Europe,SMB,48.59,5,16.62,55.46,4.27,1,0,232,not_due,1,3,1,0,0
CUST-002198,64,2635.76,monthly,APAC,Mid-Market,11.37,7,11.42,26.93,,5,0,325,not_due,4,2,1,0,1
CUST-002199,8,644.69,annual,Europe,SMB,57.2,3,27.1,71.62,4.12,3,2,206,not_due,2,0,1,0,0
CUST-002200,42,4349.09,multi_year,Europe,Mid-Market,80.04,6,5.16,14.75,4.83,3,1,311,not_due,0,6,0,0,0
CUST-002201,73,1734.67,multi_year,APAC,SMB,89.92,1,2.13,4.99,5.0,0,1,185,not_due,1,0,0,0,0
CUST-002202,120,16277.27,monthly,Latin America,Strategic,52.5,8,3.23,25.43,3.93,1,0,2,due_soon,3,2,2,1,0
CUST-002203,19,14134.54,annual,North America,Enterprise,64.11,9,11.47,27.87,3.69,5,0,69,upcoming,3,5,1,0,0
CUST-002204,9,874.01,monthly,North America,SMB,52.24,6,7.13,28.62,5.0,0,0,33,due_soon,1,2,3,0,0
CUST-002205,33,536.87,monthly,Europe,SMB,64.73,2,10.25,34.05,4.55,1,0,208,not_due,2,0,0,0,0
CUST-002206,31,2497.59,multi_year,North America,Mid-Market,47.65,3,9.08,20.75,4.63,3,0,317,not_due,1,2,0,0,0
